Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bolivia,BOL,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,63.7247505503487,62.2216445631545,58.3977729952571,59.6560316950474,57.72588861927,55.7740513664101,60.6889539566815,59.0692142603415,55.2305640654778,50.9285526467804,53.5602397748185,52.0990516914558,52.0990359717301,52.0990359702984,52.099035968621,..,34.7270032007778,34.7270031961777,34.727003201128,34.7270031921716,34.6651278489213,..,37.7623910600754,..,..,..,..,36.6376269064973,36.6376269067097,36.6376269022814,..,..
Bolivia,BOL,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,4.72191690481425,1.36043584923695,1.20816877987944,1.10775621670481,0.514225658734329,0.706872176821489,0.478957703125829,0.276411218745245,4.63412461586425,4.22212501822575,0.146999735400476,1.42497559875073,1.30239192384557,1.75371422091061,6.04722539070309,2.03614438671251,1.3841983431716,2.9216444848798,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Other taxes (current LCU),GC.TAX.OTHR.CN,107400000,42700000,46500000,57600000,27400000,41000000,36100000,21800000,416200000,405400000,15000000,149060000,163010830.68,247671161.31,1028500000,408920390.74,494613362.56,782923996.69939,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.6,64.6,64.6,64.6,64.6,64.6,64.6,64.6,64.8,64.8,64.8,64.8,64.8,64.9,64.9,..,..
Bolivia,BOL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,..,..,..,..,..,..,..,..,..,..,33.50730133,33.05337524,33.92093658,32.02861404,32.59439087,32.00019073,32.2653923,30.76193619,30.36822891,30.09937668,33.27740097,32.50546646,34.3583374,34.00916672,30.90435982,27.32661629,28.02112007,25.07784653,22.10827065,23.99159813,21.2695961,..
Bolivia,BOL,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,..,..,..,..,..,..,..,..,..,..,14.39423758,14.84643581,14.75219818,14.85366417,15.08901002,16.53455878,18.04726359,19.52045164,23.60918997,26.86879125,33.27463219,38.75906809,46.25685864,54.10491594,55.07428357,53.26613616,57.70177172,53.38550667,50.67777075,57.3820112,51.28487061,..
Bolivia,BOL,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,..,..,..,..,..,..,..,..,..,49.6021498009878,54.8367662766753,58.4200144543594,60.1916697455717,60.2617690578059,65.3247042730516,64.1919811146256,65.0719047541106,67.0124520137427,76.3763396846434,87.9245066794301,90.1972968660698,104.953797658599,123.249612110163,126.10806217907,125.163835981048,140.655995505471,134.194770354971,126.578355351338,146.900167499777,135.459304705595,..
Bolivia,BOL,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..,..,..,..,..,..,..,..,12.5633,13.08767,14.39381,14.07655,13.87606,12.81144,12.28248,11.75314,11.77567,12.37565,14.12136,8.45236,9.59029,9.04307,11.43574,10.7151,9.85459,8.90876,7.96735,6.77885,5.37532,..,..,..
Bolivia,BOL,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..,..,..,..,..,..,..,..,11.70461,12.27598,13.61975,13.25066,13.12906,12.17221,11.66199,11.26422,11.35268,11.93293,13.64326,7.78259,9.18854,8.56327,10.8916,10.1348,9.29164,8.43651,7.48838,6.39808,5.0189,..,..,..
Bolivia,BOL,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..,..,..,..,..,..,..,..,13.37416,13.85802,15.12828,14.86136,14.5868,13.42346,12.87819,12.22316,12.18225,12.80061,14.57822,9.08881,9.97378,9.4999,11.95061,11.25968,10.38181,9.35224,8.41895,7.13894,5.71336,..,..,..
Bolivia,BOL,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,..,..,..,..,..,..,..,..,..,36.53,33.98,46.56,40.91,..,40.91,..,..,..,..,40.6,..,..,..,..,..,..,..,..,..,..,..,47.44
Bolivia,BOL,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,..,..,..,..,..,..,..,..,..,25.95,20.99,29.88,26.33,..,26.63,..,..,..,..,24.1,..,..,..,..,..,..,..,..,..,..,..,27.36
Bolivia,BOL,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..,..,..,..,..,30.61,26.69,37.43,32.67,..,33.11,..,..,..,..,31.48,..,..,..,..,..,..,..,..,..,..,..,36.74
Bolivia,BOL,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,62,89,106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,294,..,241,277,..,..,151,227
Bolivia,BOL,"Patent applications, residents",IP.PAT.RESD,..,..,..,26,28,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,12,59,..,..,8,5
Bolivia,BOL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,33.2074842000275,31.9256350192306,30.6715343994077,29.4304809954382,28.197700650819,26.9740211339744,25.7580583340318,24.5510548122313,23.3516687738699,22.1611039334494,20.9788596864517,19.8044783044377,18.6382909379605,17.5006183026863,16.3823378421932,15.2703004024548,14.1641007568194,13.0644118245455,11.9691320644868,10.8783321917993,9.79240734551569,9.10779321583453
Bolivia,BOL,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,62.9023072480582,61.3758989568355,59.8494906656128,58.3230823743897,56.7966740831671,55.2702657919444,53.7438575007218,52.2174492094991,50.691040918276,49.1646326270534,47.6382243358307,46.1118160446081,44.5854077533854,43.0589994621628,41.5325911709397,40.006182879717,38.4797745884944,36.9533662972717,35.4269580060491,33.900549714826,32.3741414236033,30.8477331323807
Bolivia,BOL,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,14.842319096279,14.1087584510972,13.3751978059154,12.6416371607338,11.908076515552,11.1745158703704,10.4409552251887,9.70739458000708,8.97383393482528,8.24027328964371,7.50671264446191,6.77315199928012,6.03959135409855,5.30603070891675,4.57247006373518,3.83890941855338,3.10534877337182,2.37178812819002,1.63822748300845,0.904666837826653,0.171106192644856,0
Bolivia,BOL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,80.7715746117768,81.4940913476166,82.192495481738,82.878552285047,83.5560293047153,84.2242902869626,84.8844138580423,85.535458269738,86.178447326585,86.8124762197611,87.4379445833791,88.0551966846425,88.6640012861427,89.2500734436876,89.8203347879304,90.3841680932499,90.9418494280406,91.492948547896,92.0388440736544,92.5659538959925,93.0874216875902,93.603178923005
Bolivia,BOL,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,..,..,..,..,..,..,..,..,..,..,57.1670057283542,58.2449108453356,59.3239027985188,60.4039815879047,61.4851472134922,62.5673996752825,63.6507389732744,64.7351651074691,65.8206780778659,66.9072778844645,67.9949645272657,69.0837380062687,70.1735983214743,71.2645454728817,72.3565794604918,73.4497002843035,74.543907944318,75.6392024405342,76.735583772953,77.7930760803924,78.8505683878323,79.9080606952722
Bolivia,BOL,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,..,..,..,..,..,..,..,..,..,..,95.3701395041665,95.5594249964728,95.7487181495015,95.9380189632526,96.1273274377261,96.316643572922,96.5059673688402,96.6952988254809,96.8846379428439,97.0739847209293,97.2633391597371,97.4527012592673,97.6420710195199,97.8314484404948,98.0208335221922,98.2102262646119,98.399626667754,98.5890347316185,98.7784504562054,98.9658510358439,99.1532516154826,99.3406521951212
Bolivia,BOL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,34.8811874412867,36.0196772037858,37.1412514213975,38.2561389140297,39.3677022723761,40.47531433417,41.5799679174853,43.1728444931789,44.7886532203602,46.4262546267076,48.08580986572,49.7674655242052,51.4707416747081,53.1783113817312,54.8968142877762,56.636951137867,58.3989085613163,60.181938442967,61.9877854174935,63.8163098248026,65.6670621010482,67.5398876118887
Bolivia,BOL,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,..,..,..,..,..,..,..,..,..,..,14.0253885802681,15.1675982275304,16.3098078747924,17.4520175220543,18.5942271693166,19.7364368165786,20.8786464638409,22.3250757971087,23.8030645446415,25.31261270644,26.8537202825035,28.4263872728325,30.0306136774265,31.6663994962859,33.3337447294104,35.0326493768,36.7631134384553,38.5251369143754,40.3187198045612,42.1438621090117,44.0005638277275,45.8888249607091
Bolivia,BOL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,..,..,..,..,..,..,..,..,..,..,47.7797383747664,48.6348076843302,49.4898769938939,50.3449463034577,51.2000156130214,52.0550849225852,52.910154232149,54.3581558026359,55.8250170800326,57.310738064339,58.815318755555,60.3387591536808,61.8810592587161,63.4422190706609,65.0222385895158,66.6211178152804,68.2388567479547,69.8754553875387,71.5309137340324,73.2052317874356,74.8984095477487,76.6104470149715
Bolivia,BOL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.6709727746187,26.7028996961572,26.7346116816216,26.7622242122335,26.7872480942621,26.8121284373722,26.8369355015296,26.8615292480397,26.8863368585665,26.9113600042049,26.9365292179146,26.9618397610214
Bolivia,BOL,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988,21.8941428120988
Bolivia,BOL,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796,29.0849156170796
Bolivia,BOL,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.66667,100,93.33333,93.33333,90,90,90,90,93.33333,86.6666666666667,90,96.6667,76.6667,93.3333,100,100,100,..
Bolivia,BOL,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.143081325579249,0.171697590695098,0.16708206406351,0.164312748084556,0.153235484168744,0.152312378842426,0.15046616818979,0.157851010800332,0.163389642758239,0.155081694821379,0.155081694821379,0.161543432105603,0.166158958737192,0.178159327979322,0.181851749284593,0.183697959937229,0.191082802547771,0.202160066463583,0.202160066463583,0.202160066463583,0.202160066463583,0.202160066463583,0.205852487768854,0.210468014400443,0.215083541032032,0.226160804947845,0.22800701560048,0.22800701560048,0.229853226253115,0.233545647558386,0.231699436905751,0.231699436905751
Bolivia,BOL,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.5276184082031,90.249153137207,93.1440963745117,98.3539276123047,97.2151336669922,98.2752532958984,98.4760589599609,96.9893264770508,97.3670501708984,98.9525375366211,97.7852630615234,..,..
Bolivia,BOL,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.6135177612305,89.9144821166992,92.5257797241211,97.6787261962891,95.6933364868164,97.2656707763672,95.8183670043945,95.4469528198242,96.3736724853516,98.3389892578125,96.3690414428711,..,..
Bolivia,BOL,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.5715408325195,90.0785522460938,92.8280181884766,98.0048904418945,96.424201965332,97.749137878418,97.0925903320312,96.1928100585938,96.8576736450195,98.6389083862305,97.0581970214844,..,..
Bolivia,BOL,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.5791320800781,87.0322875976562,90.4737701416016,97.0481872558594,95.5637664794922,96.9910202026367,97.3735885620117,95.6119689941406,96.3788986206055,98.5140914916992,97.2203216552734,..,..
Bolivia,BOL,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.1734008789062,86.8091735839844,90.0369491577148,96.4350128173828,93.936767578125,96.0024795532227,94.621223449707,93.8127517700195,94.7941513061523,97.4247894287109,95.3442993164062,..,..
Bolivia,BOL,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.8806610107422,86.9184875488281,90.2501220703125,96.7308197021484,94.7189407348633,96.475830078125,95.9409790039062,94.6822662353516,95.5631866455078,97.9562835693359,96.2569885253906,..,..
Bolivia,BOL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,7700000,8600000,8900000,9500000,9800000,9200000,13000000,12000000,15100000,32100000,37000000,36380000,37880000,45781410.2461145,50586782.9261628,66719820.04045,73240336.466,78912289.447,105883449.600716,103470000,101784071.7,117258563.539464,147112672.285848,172158814.237793,180137043.898414,210175743.521405,222250464.340478,232927804.367505,251815643.315127,275421573.736587,215679931.571257,293731382.457238
Bolivia,BOL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.0945027601039699,0.0636315441888978,0.0673296952227075,0.0732383648945055,0.0752354456868259,0.0804150345197452,0.1446542469265,1.07119384984287,1.04030668999141,1.15871163421394,1.51074275320619,1.66160672961348,1.42812234680867,1.95692385265672,2.39995243012735,3.52953963346226,5.26530048893301,8.04388654961217,6.80520329808364,6.10109847905471,4.88664733789405,4.35249990985921,4.10025014391943,3.91834762999268,3.56697642694154,3.60894254325227,3.67293280792535,3.75379354564215,3.44592381350509,3.26594853352319,3.07541011203655,3.50696166686472
Bolivia,BOL,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,4599999.905,3400000.095,3799999.952,4199999.809,4500000,5400000,10700000,84900000,88400000,96000000,126870000,135280000,112900000,158166413.296793,210558668.516465,337040056.699114,602974070.716,1055366581.7028,1134718446.9388,1057930000,960212746.785506,1042996646.64182,1110532146.98188,1201339478.59819,1176966248.36876,1190958193.96267,1246634759.3559,1407996988.86426,1388281653.93941,1335620196.92987,1126517920.43532,1417100383.19918
Bolivia,BOL,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2000000,600000,800000,900000,1200000,1800000,2100000,68100000,63900000,72500000,101070000,107180000,83000000,126666413.296793,178308668.516465,303538056.699114,569482070.716,1020474581.7028,1097225258.533,1022980000,939330273.830718,1012308161.07748,1094341361.17571,1181829554.86968,1163553185.94213,1178418195.77568,1233038012.52616,1392265712.45674,1370057196.8386,1318217185.79497,1115662048.80652,1398706199.50543
Bolivia,BOL,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0,..,0,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.45,..,..,0.426,..,0.34,..,..,..,..,..,1.2038,..,..,..,..,..,0.3316,..,..,0.4385,0.4671,..,..,..,..,1.5901,1.0299,..,..,..,..
Bolivia,BOL,"Plant species (higher), threatened",EN.HPT.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106,..,..,..
Bolivia,BOL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,49.97818193,..,..,..,..,43.14937091,..,..,..,..,29.95434417,..,..,..,..,27.56278704,..,..,..,..,30.99186302,27.93127669,27.74731988,26.09198709,27.64739605,28.74197769,27.56633411,27.1847545,27.01261068,26.83286559,..,..
Bolivia,BOL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,..,..,..,..,100,100,100,100,100,99.9997322955159,99.9974859925192,99.9991320215104,..,..,..,..
Bolivia,BOL,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,0.26588479508608,..,..,..,..,0.610522740429986,..,..,..,..,2.52617997505578,..,..,..,..,19.1353457765905,..,..,..,..,20.0644742343417,8.37670485398423,4.9617512452681,4.9686317273264,2.70564384932783,1.33979640755122,0,0,..,..,..,..
Bolivia,BOL,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,35.9164378701246,..,..,..,..,40.6036921880443,..,..,..,..,48.9034848479221,..,..,..,..,63.3310337623032,..,..,..,..,69.2407819918567,58.7788715982295,52.0165823956359,47.7160411376569,39.2452243621816,30.1423312599886,23.2610590764949,24.5123007157922,..,..,..,..
Bolivia,BOL,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,99.9635937913297,..,..,..,..,99.9686091936776,..,..,..,..,99.962464538289,..,..,..,..,99.9762126288735,..,..,..,..,99.9790019848446,99.9752981852139,99.932857659025,99.9021862717551,99.7019406270077,99.3424159801006,97.0506560391518,95.8402199027414,..,..,..,..
Bolivia,BOL,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,-23500000,-34500000,-1700000,44100000,6100000,48600000,46900000,208000000,104095000,597000,186932000,-23986000,-78271000,129141000,2306000,315615000,96911000,233341000,281076000,-160567000,-291812000,-184794000,-183000000,-14760000,255525000,-45871000,160173000,-85533000,-104589000,-19700000,-104587000,-11364000
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,-0.134768322110176,..,-0.241092368960381,..,-0.23706117272377,..,-0.286515563726425,-0.83488517999649,-0.680570840835571,-0.971029877662659,-0.802562952041626,-0.852070689201355,-0.696565806865692,-0.506110489368439,-0.415407210588455,-0.417126506567001,-0.45806810259819,-0.32859343290329,-0.333112090826035,-0.270498692989349,-0.25367596745491,-0.280111223459244,-0.286690950393677,-0.728338599205017,-0.453478872776031,-0.278813034296036
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,..,..,..,..,..,..,4,..,4,..,4,..,5,5,6,6,7,7,7,7,7,8,8,8,8,8,8,7,7,7,6,6
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,43.0851058959961,..,35.638298034668,..,37.037036895752,..,34.9206352233887,22.6130657196045,23.7864074707031,19.4174766540527,22.7053146362305,19.3236713409424,23.5576915740967,28.4360198974609,32.2274894714355,33.1753540039063,33.1753540039063,36.4928894042969,33.3333320617676,36.6666679382324,36.6666679382324,34.761905670166,36.7924537658691,20.2830181121826,29.2452831268311,36.7924537658691
Bolivia,BOL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,..,..,..,..,..,..,22.8723411560059,..,19.1489353179932,..,21.1640205383301,..,21.6931209564209,11.0552759170532,15.5339803695679,9.70873832702637,13.5265703201294,11.1111106872559,14.4230766296387,18.9573459625244,21.3270149230957,20.3791465759277,20.3791465759277,23.222749710083,23.8095245361328,25.7142848968506,24.761905670166,24.2857151031494,23.5849056243896,12.7358493804932,18.3962268829346,23.5849056243896
Bolivia,BOL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,..,..,..,..,..,..,61.7021293640137,..,58.5106391906738,..,59.7883605957031,..,51.8518524169922,35.1758804321289,38.3495140075684,29.1262130737305,31.4009666442871,29.468599319458,35.0961532592773,41.2322273254395,45.0236968994141,46.445499420166,41.2322273254395,46.9194297790527,45.238094329834,49.0476188659668,49.0476188659668,49.0476188659668,50,31.6037731170654,44.8113212585449,50.9433975219727
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,..,..,..,..,..,..,0.373912304639816,..,0.345668405294418,..,0.342506408691406,..,0.300926953554153,0.29205846786499,0.286855816841125,0.278116136789322,0.252854287624359,0.244294539093971,0.246047765016556,0.246055126190186,0.243547096848488,0.240677565336227,0.221984326839447,0.228019788861275,0.196386188268661,0.201144516468048,0.206087306141853,0.216968178749084,0.215846255421638,0.229520440101624,0.232469826936722,0.234690770506859
Bolivia,BOL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,15.0913281721989,15.0104162465825,14.9013870635757,14.7666502875204,14.6080053384923,14.426890084243,14.2391997528198,14.0474845664759,13.8585679590529,13.6944832874195,13.5422579423957,13.3730921156763,13.1969507720961,13.0243008977574,12.8420133379327,12.6636819952631,12.5232165094614,12.4094961179715,12.2929806610309,12.1731774406576,12.0512403938802,11.9088524227944,11.7496287640052,11.5921746350368,11.4346938583606,11.2742645936833,11.1108590953471,10.9472324507179,10.7853498619589,10.6283417327556,10.4870273010765,10.3663141460822
Bolivia,BOL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,15.621560249876,15.5295295875252,15.4117626871365,15.2541375091165,15.0585537027541,14.8393892631102,14.6113351345038,14.3768964964985,14.1462638923273,13.9467976640701,13.7652695510394,13.581160617873,13.4049600179569,13.2354589263701,13.0568429845816,12.8831544390827,12.7492352116512,12.6436947061546,12.5368302716756,12.4276365063247,12.3156886829675,12.1816132166707,12.0291070072098,11.877244294852,11.7240044158682,11.5667464386504,11.4059694174419,11.2446137359009,11.0847331018176,10.9295685185346,10.7974090977626,10.692101588054
Bolivia,BOL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.6518649752152,40.5443781003745,40.412498940079,40.2193137414153,39.9770527205784,39.7341366349415,39.4923778066523,39.2442224657961,38.9883742202177,38.729353798901,38.4507188464195,38.15850613829,37.8462568126155,37.4979215839286,37.124586831627,36.7322169030438,36.3409478224762,35.9581746841157,35.5774800156225,35.2058971373653,34.8456919775029,34.4884554717374,34.1377761349261,33.7908737768828,33.4329914731514,33.0737891966658,32.7262090689656,32.3860928744601,32.0466782488527,31.7083406408142,31.4020327472097,31.1219852986952
Bolivia,BOL,"Population ages 0-14, female",SP.POP.0014.FE.IN,1416511,1442435,1467449,1489709,1509345,1528414,1547338,1565872,1584071,1602390,1619784,1636393,1652158,1666253,1678978,1690565,1702279,1714315,1725997,1737667,1749434,1760842,1771954,1782651,1792147,1800865,1809605,1818128,1825935,1833086,1839805,1845278
Bolivia,BOL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,39.9337440476912,39.842902782251,39.7272410157478,39.5678295860503,39.3746419526611,39.1779099588205,38.9799559071019,38.7740937176624,38.5585145905381,38.33528511807,38.0873704679965,37.8115031661839,37.5032219145805,37.1571360381755,36.7845983782359,36.3922178971575,35.9997403028876,35.6154804136828,35.233146977696,34.8581375045938,34.4927055892499,34.128581908678,33.7686494632705,33.411311468343,33.0433915226684,32.6748165691338,32.3184321174605,31.9699018761916,31.6223875423447,31.2764261031418,30.9529042992325,30.6477410032512
Bolivia,BOL,"Population ages 0-14, male",SP.POP.0014.MA.IN,1468224,1494961,1520820,1544633,1566378,1587326,1607853,1627674,1646867,1666001,1684155,1700982,1716379,1730076,1742527,1753957,1765616,1777638,1789269,1800990,1812935,1824662,1836305,1847621,1857728,1867047,1876353,1885394,1893693,1901305,1908392,1914094
Bolivia,BOL,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,41.3696039816959,41.2450252925507,41.096498048902,40.8682832573342,40.5752285917335,40.2848520140757,39.9983979276547,39.7073871408862,39.4109843478852,39.1160962335507,38.8067802405892,38.4983972411227,38.1824368207416,37.8320973751035,37.4581746043603,37.0659948133822,36.6760959577506,36.2949666617562,35.9160750053369,35.5480706571862,35.1932324831877,34.843011791242,34.5016995277096,34.1653539215652,33.8176443769813,33.4679606930653,33.1293477950926,32.7978287335668,32.4667108598809,32.1362052283354,31.8475343798862,31.593284660497
Bolivia,BOL,"Population ages 0-14, total",SP.POP.0014.TO,2884735,2937396,2988270,3034342,3075723,3115741,3155191,3193545,3230939,3268390,3303938,3337375,3368537,3396329,3421506,3444523,3467894,3491953,3515266,3538656,3562369,3585505,3608260,3630272,3649875,3667911,3685958,3703522,3719627,3734391,3748198,3759372
Bolivia,BOL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.1055807291087,13.0875263030252,13.0810987732045,13.0889918856824,13.1031760690289,13.1120048497712,13.1034732068823,13.0677148578576,13.0016899015451,12.9027365258072,12.7770462353126,12.6414327025613,12.4978165889302,12.3534999182154,12.2302614577912,12.1157962092628,11.9814265809511,11.8386001075955,11.6994052099627,11.5508865854304,11.4053873728114,11.296556696615,11.2140331779783,11.1289164778361,11.0411096506261,10.9517557634732,10.8434237369441,10.7188167256579,10.595409620181,10.4711820791244,10.349364847394,10.2337846759426
